Address,Postort,Kommun,Latitude,Longitude
Kungsgatan 44,Karlshamn,Karlshamn,56.171174,14.864172
Drottninggatan 61,Karlshamn,Karlshamn,56.171444,14.860768
Storgatan 25,Asarum,Karlshamn,56.207128,14.833076
Drottninggatan 55,Karlshamn,Karlshamn,56.170602,14.861707
Sölvesborgsvägen 35,Mörrum,Karlshamn,56.184995,14.849359
Holländarevägen 68,Svängsta,Karlshamn,56.262125,14.771503
Drottninggatan 39,Karlshamn,Karlshamn,56.169234,14.862772
Ronnebygatan 44,Karlskrona,Karlskrona,56.162212,15.585801
Ronnebygatan 43,Karlskrona,Karlskrona,56.162042,15.586133
Ronnebygatan 47,Karlskrona,Karlskrona,56.162057,15.585274
Lasarettsvägen 1,Karlskrona,Karlskrona,56.181255,15.604672
Västra riksvägen 11,Jämjö,Karlskrona,56.191654,15.83458
Borgmästaregatan 13,Karlskrona,Karlskrona,56.161467,15.583556
Stationsvägen 20,Lyckeby,Karlskrona,56.196599,15.643006
Verkövägen 5,Lyckeby,Karlskrona,56.19658,15.64085
Idrottsvägen 2,Nättraby,Karlskrona,56.206091,15.52802
Stortorget 10,Karlskrona,Karlskrona,56.161654,15.587182
Ronnebygatan 34,Karlskrona,Karlskrona,56.16219,15.588398
Östra storgatan 34,Olofström,Olofström,56.277556,14.530445
Östra storgatan 11,Olofström,Olofström,56.278041,14.524392
Västra torggatan 7,Ronneby,Ronneby,56.210675,15.276569
Häradsvägen 18,Bräkne-Hoby,Ronneby,56.229089,15.118212
Flisevägen 2,Kallinge,Ronneby,56.245491,15.286248
Östra torggatan 1,Ronneby,Ronneby,56.210156,15.275907
Drottninggatan 11,Ronneby,Ronneby,56.211805,15.275758
Kungsgatan 11,Ronneby,Ronneby,56.211476,15.276252
Stortorget 11,Sölvesborg,Sölvesborg,56.052549,14.587504
Sparbanksgatan 2,Sölvesborg,Sölvesborg,56.051408,14.584301
Centrumvägen 2,Sölvesborg,Sölvesborg,56.046499,14.679321
Södergatan 17,Sölvesborg,Sölvesborg,56.051549,14.583916
Järnvägsgatan 16,Krylbo,Avesta,60.130725,16.213445
Kungsgatan 18,Avesta,Avesta,60.145623,16.170529
Markustorget 1,Avesta,Avesta,60.145881,16.168253
Skogsbovägen 12,Avesta,Avesta,60.158399,16.182311
Marcustorget 1,Avesta,Avesta,60.145881,16.168253
Jaxtorget 1 A,Borlänge,Borlänge,60.483315,15.404136
Stationsgatan 6,Borlänge,Borlänge,60.485144,15.432697
Stationsgatan 8,Borlänge,Borlänge,60.485081,15.432825
Stationsgatan 11,Borlänge,Borlänge,60.485235,15.43316
Hedgatan 1 C,Borlänge,Borlänge,60.440629,15.491203
Kvarnforsplan 4,Borlänge,Borlänge,60.516198,15.414506
Stationsgatan 14,Borlänge,Borlänge,60.484804,15.43338
Kupolen 53,Borlänge,Borlänge,60.4842955,15.417776
Tyllsnäsvägen 4,Borlänge,Borlänge,60.462478,15.476336
Bragegatan 6,Borlänge,Borlänge,60.496581,15.431159
Ovanbrogatan 7,Borlänge,Borlänge,60.482899,15.426538
Norra Backagatan 5 C,Borlänge,Borlänge,60.478562,15.418945
Sveagatan 6,Borlänge,Borlänge,60.486346,15.432001
Åsgatan 24,Falun,Falun,60.608085,15.630189
Korsnäsvägen 136,Falun,Falun,60.595711,15.684071
Nedre heden 1,Falun,Falun,60.624968,15.611904
Åsgatan 33,Falun,Falun,60.606794,15.631493
Mårtsbovägen 2,Bjursås,Falun,60.739596,15.444044
Söderbaums väg,Falun,Falun,60.6095009162785,15.642876704231
Kopparvägen 28,Falun,Falun,60.599045,15.66625
Åsgatan 25,Falun,Falun,60.605998,15.633158
Centrumvägen 3,Svärdsjö,Falun,60.74193,15.903749
Slaggatan 11,Falun,Falun,60.608094,15.628511
Holmgatan 20,Falun,Falun,60.605453,15.63304
Djurås centrum,Gagnef,Gagnef,60.552521,15.129572
Centrumvägen 3,Gagnef,Gagnef,60.56038,15.130568
Åsgatan 49,Hedemora,Hedemora,60.277821,15.98572
Åsgatan 70,Hedemora,Hedemora,60.276908,15.985907
Hökartorget 5,Hedemora,Hedemora,60.278371,15.98615
Riksvägen,Insjön,Leksand,60.6795118131617,15.0805872995016
Leksandsvägen 5,Leksand,Leksand,60.731514,14.997104
Hjultorget 34,Insjön,Leksand,60.675533,15.089683
Sparbanksgatan 1,Leksand,Leksand,60.73099,14.995101
Carlavägen 12,Ludvika,Ludvika,60.149571,15.186769
Kopparbergsvägen 60,Grängesberg,Ludvika,60.076384,15.00763
STORGATAN 15,Ludvika,Ludvika,60.150585,15.186785
Storgatan 26,Ludvika,Ludvika,60.150312,15.185998
Tunnelgatan 2,Ludvika,Ludvika,60.14426,15.179722
Engelbrektsgatan 3,Ludvika,Ludvika,60.149331,15.185441
Tyforsvägen 1,Fredriksberg,Ludvika,60.14128,14.372168
Grönlandsvägen 30,Malung,Malung-Sälen,60.683453,13.712194
Tandådalen 1,Sälen,Malung-Sälen,61.147689,13.273282
Hemfjällsvägen,Sälen,Malung-Sälen,61.1495404161625,13.2113593377943
Sälfjällstorget,Sälen,Malung-Sälen,61.165545,13.176018
Högfjällshotellet,Sälen,Malung-Sälen,61.156734,13.116966
Grönlandsvägen 38,Malung,Malung-Sälen,60.68328,13.71316
Hagvägen 8,Sälen,Malung-Sälen,61.155704,13.268506
Kyrkogatan 2,Mora,Mora,61.006547,14.53992
Kyrkogatan 22b,Mora,Mora,61.004087,14.537229
Kyrkogatan 12,Mora,Mora,61.005295,14.538561
Lasarettsvägen 35,Mora,Mora,61.015456,14.586175
Skålmyrsvägen 35,Mora,Mora,61.008361,14.590383
Kyrkogatan 18,Mora,Mora,61.004745,14.538033
Kyrkogatan 2,Orsa,Orsa,61.121231,14.619892
Kyrkogatan 5,Orsa,Orsa,61.120487,14.619258
Torget 4,Rättvik,Rättvik,60.886017,15.117801
Strandvägen 1,Furudal,Rättvik,61.173449,15.167258
Hamngatan 2,Smedjebacken,Smedjebacken,60.140278,15.410994
Gränsgatan 1,Säter,Säter,60.346774,15.752807
Vasagatan 6,Säter,Säter,60.346372,15.751712
Stationsvägen 1,Dala-Järna,Vansbro,60.547456,14.364893
Järnvägsgatan 27,Vansbro,Vansbro,60.510445,14.226533
Bryggargatan 2,Vansbro,Vansbro,60.508351,14.225765
HSB-vägen 1,Idre,Älvdalen,61.857942,12.720636
Dalgatan 81,Älvdalen,Älvdalen,61.229499,14.037394
S:t Göransgatan 5,Visby,Gotland,57.648047,18.30067
Skarphällsgatan 4,Visby,Gotland,57.633626,18.326593
Fårövägen 10,Fårösund,Gotland,57.863225,19.054592
Kung Magnus väg 6,Visby,Gotland,57.637821,18.299504
Tjelvarvägen 8,Visby,Gotland,57.633612,18.311251
Adelsgatan 13,Visby,Gotland,57.636357,18.29333
Donnersgatan 2,Klintehamn,Gotland,57.386055,18.199778
Österväg 10,Visby,Gotland,57.637256,18.300836
Tullhagsplan 5,Slite,Gotland,57.704354,18.80362
Södervägen 6,Visby,Gotland,57.633856,18.29068
Storgatan 57,Hemse,Gotland,57.239707,18.376217
Visbyvägen 35,Romakloster,Gotland,57.504631,18.455871
Stenkumlavägen 36,Visby,Gotland,57.61733,18.284371
Gråbo torg 1,Visby,Gotland,57.619853,18.301545
Österväg 5,Visby,Gotland,57.637889,18.300231
Västra stationsgatan 7,Bollnäs,Bollnäs,61.348535,16.394004
Långgatan 11,Bollnäs,Bollnäs,61.347662,16.393834
Stationsgatan 14,Kilafors,Bollnäs,61.230552,16.564222
Storgatan 26,Arbrå,Bollnäs,61.470483,16.377641
Järnvägsgatan 13,Bollnäs,Bollnäs,61.350231,16.392328
Södra skeppsbron 17,Gävle,Gävle,60.677943,17.165313
Norra kungsgatan 5,Gävle,Gävle,60.674324,17.144103
Norra Slottsgatan 4,Gävle,Gävle,60.673765,17.142612
Valbovägen 307,Valbo,Gävle,60.633993,16.989866
Ingenjörsgatan,Gävle,Gävle,60.6457678901293,17.145280301076
Drottninggatan 9,Gävle,Gävle,60.67402,17.140977
Nygatan 15,Gävle,Gävle,60.674671,17.139522
Vijvägen 38,Bergby,Gävle,60.92943,17.041117
Klockar-Calles gata 5,Gävle,Gävle,60.67554,17.213688
Sjätte tvärgatan 26,Gävle,Gävle,60.671879,17.167759
Rullstensvägen 4,Gävle,Gävle,60.691732,17.117683
Vinddraget 28,Gävle,Gävle,60.652323,17.138511
Lasarettsvägen 5,Gävle,Gävle,60.676599,17.118216
Atlasgatan 42,Gävle,Gävle,60.669016,17.179761
Nygatan 25,Gävle,Gävle,60.67537,17.142208
Brunnsgatan 66,Gävle,Gävle,60.670293,17.149213
Norra kansligatan 14,Gävle,Gävle,60.675912,17.141437
Dannemansvägen 4-6,Furuvik,Gävle,60.652673,17.332916
Centralplan 2,Gävle,Gävle,60.676284,17.150349
Nygatan 21,Gävle,Gävle,60.675168,17.14152
Centralgatan 17,Hofors,Hofors,60.546684,16.286974
Storgatan 35,Hudiksvall,Hudiksvall,61.727737,17.10874
Storgatan 27,Hudiksvall,Hudiksvall,61.727779,17.105242
Edevägen 3,Delsbo,Hudiksvall,61.799147,16.55308
Forsavägen 15,Forsa,Hudiksvall,61.717806,16.970448
Storgatan 28,Hudiksvall,Hudiksvall,61.727577,17.107674
Guldsmedens Köpcentrum,Hudiksvall,Hudiksvall,61.728683,17.110002
Skolgatan 1,Iggesund,Hudiksvall,61.643573,17.074332
Storgatan 24,Hudiksvall,Hudiksvall,61.727458,17.10502
Turistvägen 37,Järvsö,Ljusdal,61.715841,16.169416
Härjedalsvägen 151,Färila,Ljusdal,61.799125,15.841217
Bokhandlargränd 3,Ljusdal,Ljusdal,61.82824,16.094996
Bokhandlargränd 1,Ljusdal,Ljusdal,61.827969,16.094752
Norra järnvägsgatan 39,Ljusdal,Ljusdal,61.827729,16.095946
Turistvägen 45,Järvsö,Ljusdal,61.717816,16.169485
Storgatan 9,Bergsjö,Nordanstig,61.983422,17.060937
Storgatan 21,Bergsjö,Nordanstig,61.985272,17.058336
Södra åsgatan 30 C,Ockelbo,Ockelbo,60.890952,16.716985
Långgatan 44 E,Alfta,Ovanåker,61.346303,16.067765
Långgatan 12,Edsbyn,Ovanåker,61.375008,15.818624
Hyttgatan 18,Sandviken,Sandviken,60.619356,16.776836
Odengatan 40,Sandviken,Sandviken,60.622272,16.775562
Hyttgatan 29,Sandviken,Sandviken,60.620993,16.775377
Björksätra centrum,Sandviken,Sandviken,60.621789,16.777545
Hyttgatan 21,Sandviken,Sandviken,60.619918,16.775893
Tingsgatan 5,Storvik,Sandviken,60.583171,16.531281
Hyttgatan 37,Sandviken,Sandviken,60.622738,16.774805
Köpmangatan 5,Söderhamn,Söderhamn,61.302743,17.056333
Turbinvägen 4,Ljusne,Söderhamn,61.210842,17.126233
Köpmangatan 13,Söderhamn,Söderhamn,61.302798,17.056212
Stickvägen 5,Söderhamn,Söderhamn,61.295502,17.019367
Kungsgatan 11,Söderhamn,Söderhamn,61.303843,17.055459
Nygatan 29,Falkenberg,Falkenberg,56.904501,12.490884
Danska vägen 10,Ullared,Falkenberg,57.135255,12.713639
Stortorget 1,Falkenberg,Falkenberg,56.905536,12.492112
Danska vägen 13,Ullared,Falkenberg,57.134223,12.714334
Hjortvägen 1,Falkenberg,Falkenberg,56.886493,12.511643
Nygatan 38,Falkenberg,Falkenberg,56.903773,12.490916
Varbergsvägen 5,Ullared,Falkenberg,57.135304,12.71559
Televägen 9,Ätran,Falkenberg,57.121643,12.948196
Nygatan 42,Falkenberg,Falkenberg,56.903239,12.490689
Boråsvägen 3,Ullared,Falkenberg,57.139346,12.722152
Köpmansgatan 3,Halmstad,Halmstad,56.673931,12.856369
Brogatan 10,Halmstad,Halmstad,56.674475,12.857403
Prästvägen 1,Halmstad,Halmstad,56.655796,12.90965
Kristians IV:es väg 3,Halmstad,Halmstad,56.664822,12.877917
Storgatan 20,Halmstad,Halmstad,56.674687,12.858493
Brogatan 14,Getinge,Halmstad,56.674534,12.856603
Lasarettsvägen 1,Halmstad,Halmstad,56.67959,12.851393
PRÄSTVÄGEN 1,Halmstad,Halmstad,56.655796,12.90965
Storgatan 8,Halmstad,Halmstad,56.673644,12.858119
Vallås centrum 1,Halmstad,Halmstad,56.6782716219625,12.9095522632096
Nyhemsgatan 2,Halmstad,Halmstad,56.668528,12.874814
Ågatan 27,Oskarström,Halmstad,56.801676,12.975056
Jutaplatsen 3,Halmstad,Halmstad,56.660423,12.80494
Klammerdammsgatan 8,Halmstad,Halmstad,56.675148,12.857278
Storgatan 12,Halmstad,Halmstad,56.673868,12.858197
ICA Maxi,Halmstad,Halmstad,56.673395,12.891215
Storgatan 16,Hyltebruk,Hylte,56.998826,13.239075
Gamla Nissastigen 19 C,Torup,Hylte,57.003575,13.235416
Torget 3,Unnaryd,Hylte,56.954426,13.529433
Storgatan 20,Hyltebruk,Hylte,56.99827,13.238541
Storgatan 20,Kungsbacka,Kungsbacka,57.489516,12.079417
Östergatan 2 B,Kungsbacka,Kungsbacka,57.486221,12.0785
Kungsparksvägen 80,Kungsbacka,Kungsbacka,57.513632,12.075637
Furubergsvägen 6,Särö,Kungsbacka,57.520306,11.966555
Vallgatan 3,Kungsbacka,Kungsbacka,57.488899,12.077225
Borgmästaregatan 5D,Kungsbacka,Kungsbacka,57.49194,12.072469
Borgmästaregatan 5 D,Kungsbacka,Kungsbacka,57.49151,12.075021
Borgmästaregatan 5,Kungsbacka,Kungsbacka,57.49151,12.075021
Kungsporten 6 B,Billdal,Kungsbacka,57.56073,11.961608
Torstensviksvägen 3,Frillesås,Kungsbacka,57.316554,12.174013
Kyviks äng 45,Kullavik,Kungsbacka,57.546729,11.946376
Nygatan 10,Kungsbacka,Kungsbacka,57.485209,12.076645
Onsala kyrkby 3,Onsala,Kungsbacka,57.413442,12.019156
Storgatan 8,Laholm,Laholm,56.512993,13.042225
Möllevägen 1,Hishult,Laholm,56.426658,13.316458
Dalavägen 1,Knäred,Laholm,56.517384,13.317064
Köpmansgatan 3,Laholm,Laholm,56.514149,13.043493
Söderleden 1,Mellbystrand,Laholm,56.502832,12.956716
Bygatan 13,Våxtorp,Laholm,56.416916,13.121379
Östertullsgatan 5,Laholm,Laholm,56.512295,13.043865
Söderleden 3,Mellbystrand,Laholm,56.502404,12.956536
Drottninggatan 25,Varberg,Varberg,57.105298,12.251509
Torggatan 2,Varberg,Varberg,57.105601,12.248668
Monarkvägen 2,Varberg,Varberg,57.116648,12.257557
Västra vallgatan 4,Varberg,Varberg,57.105489,12.248274
STRANDBACKAVÄGEN 93,Träslövsläge,Varberg,57.059274,12.275642
Fastarpsvägen 38,Tvååker,Varberg,57.042292,12.397567
Träslövsvägen 1,Varberg,Varberg,57.111017,12.305151
Bäckgatan 16,Varberg,Varberg,57.104814,12.250518
Bäckgatan 16-18,Varberg,Varberg,57.113427,12.267695
Otto Torells gata 16,Varberg,Varberg,57.107965,12.244803
Håstens torg,Varberg,Varberg,57.1121065495364,12.2786560224048
Västra vallgatan 2,Varberg,Varberg,57.105973,12.248382
Viskastigen 38,Veddige,Varberg,57.267453,12.336061
Buavägen 30,Väröbacka,Varberg,57.236645,12.125672
Torggatan 26,Varberg,Varberg,57.10523,12.253753
Buavägen 30,Bua,Varberg,57.236645,12.125672
Södra Hamnvägen 16,Varberg,Varberg,57.1062,12.247477
Centrumvägen 8C,Svenstavik,Berg,62.767417,14.432978
Myrviksvägen 26,Oviken,Berg,62.99874,14.340009
Sandnäsvägen 59,Rätan,Berg,62.462531,14.536125
Hantverksvägen 24,Bräcke,Bräcke,-33.881369,18.697916
Storgatan 16,Hede,Härjedalen,62.418163,13.511943
Rörosvägen 17,Funäsdalen,Härjedalen,62.546484,12.541395
Fjällvägen 4,Sveg,Härjedalen,62.03285,14.359106
Ångevägen 1,Ytterhogdal,Härjedalen,62.174758,14.936959
Härjulfs väg 1,Lillhärdal,Härjedalen,61.851128,14.074108
Genvägen 6,Krokom,Krokom,63.326778,14.451302
Storgatan 4,Föllinge,Krokom,63.671519,14.612277
Centralvägen 18A,Offerdal,Krokom,63.457649,14.064836
Forsvägen 33,Bispgården,Ragunda,63.026976,16.625712
Centralgatan 14,Hammarstrand,Ragunda,63.109531,16.354284
Gjurds väg 6 A,Stugun,Ragunda,63.168194,15.596799
Vattudalstorget 7,Strömsund,Strömsund,63.851951,15.558569
Storgatan 5,Strömsund,Strömsund,63.851591,15.558867
Storgatan 16,Hoting,Strömsund,64.116776,16.203338
Norgevägen 6,Gäddede,Strömsund,64.49904,14.140453
Storgatan 38A,Hammerdal,Strömsund,63.854062,15.569107
Lövbergavägen 8B,Strömsund,Strömsund,63.852733,15.558137
Strandvägen 1,Järpen,Åre,63.346023,13.459449
Årevägen 74,Åre,Åre,63.399569,13.080322
Sankt Olavs väg 33,Åre,Åre,63.398954,13.076442
Kyrkgatan 66,Östersund,Östersund,63.175807,14.638687
Chaufförvägen 27 A,Östersund,Östersund,63.174264,14.69448
Centrumvägen 15,Brunflo,Östersund,63.081576,14.824678
Önevägen 146,Frösön,Östersund,63.168514,14.574749
Barkvägen 4,Östersund,Östersund,63.158383,14.741887
Kyrkgatan 64,Östersund,Östersund,63.176351,14.638538
Storgatan 36,Östersund,Östersund,63.177204,14.635211
Prästgatan 25,Östersund,Östersund,63.178866,14.636819
Fjällgatan 4,Frösön,Östersund,63.182896,14.618242
Prästgatan 51,Östersund,Östersund,63.175121,14.637538
Slåttervägen 31,Östersund,Östersund,63.15558,14.682999
Kyrkgatan 12,Östersund,Östersund,63.18402,14.637145
Prästgatan 21,Östersund,Östersund,63.179306,14.636758
Norra Torlandsgatan 18,Östersund,Östersund,63.1703,14.662138
Chaufförsvägen 27 A,Östersund,Östersund,63.174264,14.69448
Prästgatan 18,Östersund,Östersund,63.179627,14.6364
Prästgatan 48,Östersund,Östersund,63.175146,14.637163
Centrumvägen 20,Brunflo,Östersund,63.081154,14.824635
Strömsundsvägen 14,Häggenås,Östersund,63.390649,14.907324
Storgatan 50,Aneby,Aneby,57.838917,14.818339
Södra storgatan 14d,Eksjö,Eksjö,57.666441,14.972097
Södra storgatan 12,Eksjö,Eksjö,57.666287,14.972
Stortorget 1,Mariannelund,Eksjö,69.651673,18.96033
Storgatan 6,Anderstorp,Gislaved,57.281517,13.629343
Stortorget 2,Gislaved,Gislaved,57.306022,13.546716
Mogatan 17,Hestra,Gislaved,57.444004,13.596343
Torget 7,Reftele,Gislaved,57.174183,13.594033
Centrumplan 6,Smålandsstenar,Gislaved,57.162207,13.413434
Storgatan 8,Burseryd,Gislaved,57.202383,13.284187
Köpmangatan 1 E,Gislaved,Gislaved,57.302154,13.540182
Torggatan 1,Smålandsstenar,Gislaved,57.30285,13.537768
Regeringsgatan 18,Gislaved,Gislaved,57.301274,13.539038
Bankgatan 5,Gnosjö,Gnosjö,57.357441,13.73517
Storgatan 7 B,Hillerstorp,Gnosjö,57.315975,13.881696
Storgatan 12,Gnosjö,Gnosjö,57.357109,13.733486
Jönköpingsvägen 12,Habo,Habo,57.907472,14.075894
Jönköpingsvägen 4,Habo,Habo,57.908579,14.073728
Kompanigatan 36,Jönköping,Jönköping,57.774691,14.20339
Trädgårdsgatan 2 A,Jönköping,Jönköping,57.78315,14.161681
Lantmätargränd 10,Jönköping,Jönköping,57.781894,14.173681
Kungsgatan 23,Huskvarna,Jönköping,57.791023,14.276334
Kompanigatan 16,Jönköping,Jönköping,57.774562,14.205894
Gjuterigatan 5,Jönköping,Jönköping,57.778298,14.163314
Klostergatan 55,Jönköping,Jönköping,57.774356,14.153769
Östra storgatan 3,Jönköping,Jönköping,57.782912,14.170259
Drottninggatan 14,Huskvarna,Jönköping,57.792493,14.276467
Västra storgatan 16,Jönköping,Jönköping,57.783893,14.162117
Södra strandgatan 13,Jönköping,Jönköping,57.781602,14.17095
Östra storgatan 2,Jönköping,Jönköping,57.782606,14.169742
Postgatan 2 A,Bankeryd,Jönköping,57.859976,14.125087
Brahegatan 35,Gränna,Jönköping,58.021517,14.465765
Kungsgatan 37,Huskvarna,Jönköping,57.790171,14.273527
Elmiavägen 1,Jönköping,Jönköping,57.785118,14.228018
Hoppets torg 4,Jönköping,Jönköping,57.782286,14.169868
Sjukhusgatan,Jönköping,Jönköping,57.7724919664029,14.1964231556464
Barnarpsgatan 8,Jönköping,Jönköping,57.78307,14.163292
Klostergatan 25,Jönköping,Jönköping,57.778222,14.156623
Birkagatan 8,Jönköping,Jönköping,57.786791,14.243115
Sparvhöksgatan 1,Jönköping,Jönköping,57.739485,14.151906
Postgatan 8 C,Norrahammar,Jönköping,57.704125,14.11821
Bergslagsvägen 33,Taberg,Jönköping,57.677551,14.088214
Barnarpsgatan 21,Jönköping,Jönköping,57.781886,14.1629
Lantmätargränd 53,Jönköping,Jönköping,57.780618,14.173136
Järnvägsgatan 29,Mullsjö,Mullsjö,57.91542,13.883129
Stortorget 1,Nässjö,Nässjö,57.653173,14.69587
Rådhusgatan 23,Nässjö,Nässjö,57.652601,14.69801
Storgatan 38,Nässjö,Nässjö,57.65428,14.694482
Rådhusgatan 29,Nässjö,Nässjö,57.654244,14.695982
Östra järnvägsgatan 18,Sävsjö,Sävsjö,57.401186,14.66525
Jönköpingsvägen 4,Vrigstad,Sävsjö,57.355813,14.473545
Bankgatan 2,Tranås,Tranås,58.034546,14.97434
Storgatan 28,Tranås,Tranås,58.035146,14.976466
Storgatan 45,Tranås,Tranås,58.036515,14.977261
Östra Järnvägsgatan 10,Tranås,Tranås,58.037691,14.976019
Järnvägsgatan 12,Vaggeryd,Vaggeryd,57.498363,14.147517
Järnvägsgatan 1,Vaggeryd,Vaggeryd,57.498562,14.149026
Storgatan 6,Skillingaryd,Vaggeryd,57.502347,14.143916
Storgatan 6,Vetlanda,Vetlanda,57.426473,15.085122
Lasarettsgatan 3,Vetlanda,Vetlanda,57.425531,15.087423
Storgatan 3 A,Vetlanda,Vetlanda,57.426017,15.086156
Storgatan 4,Vetlanda,Vetlanda,57.426403,15.085394
Vitalagatan 11,Vetlanda,Vetlanda,57.426256,15.090289
Bangårdsgatan 9,Vetlanda,Vetlanda,57.425831,15.082761
Lasarettsgatan 3,Värnamo,Värnamo,57.185578,14.041725
Norregårdsvägen 4,Bredaryd,Värnamo,57.073032,13.991704
Storgatan 24,Värnamo,Värnamo,57.18455,14.042347
Storgatsbacken 17,Värnamo,Värnamo,57.185467,14.040106
Västra storgatan 18,Rydaholm,Värnamo,56.986171,14.305776
Storgatsbacken 23,Värnamo,Värnamo,57.185079,14.04109
Storgatan 37,Värnamo,Värnamo,57.184165,14.046641
Malmövägen 12,Värnamo,Värnamo,57.179234,14.058867
Köpmansgatan 3,Värnamo,Värnamo,57.184448,14.040828
Storgatan 17,Borgholm,Borgholm,56.879436,16.657156
STORGATAN 15,Borgholm,Borgholm,56.879369,16.656808
Löttorpsvägen 51,Löttorp,Borgholm,57.165819,16.993632
Storgatan 15,Borgholm,Borgholm,56.879369,16.656808
Järnvägsgatan 24,Emmaboda,Emmaboda,56.629948,15.538303
Storgatan 8,Virserum,Hultsfred,57.319593,15.581137
Bryggerigatan 2,Hultsfred,Hultsfred,57.487849,15.843172
Bryggerigatan 1,Hultsfred,Hultsfred,57.487647,15.843155
Västra Långgatan 46,Hultsfred,Hultsfred,57.488423,15.841373
Storgatan 41,Högsby,Högsby,57.163455,16.028175
Polhemsgatan 7,Kalmar,Kalmar,56.670728,16.337881
Västra sjögatan 16,Kalmar,Kalmar,56.664776,16.364541
Storgatan 17,Kalmar,Kalmar,56.663339,16.362672
Skeppsbrogatan 12,Kalmar,Kalmar,56.661095,16.365097
Storgatan 16,Kalmar,Kalmar,56.663207,16.363295
Bilbyggarvägen 9,Kalmar,Kalmar,56.683732,16.317451
Storgatan 25,Kalmar,Kalmar,56.663737,16.364029
Verkstadsgatan 6,Kalmar,Kalmar,56.669395,16.338808
Drottning Margaretas väg 23,Kalmar,Kalmar,56.660163,16.339749
Rimsmedsvägen 17,Kalmar,Kalmar,56.691907,16.339328
Kanngjutarevägen 4,Kalmar,Kalmar,56.735784,16.296535
Norra långgatan 30,Kalmar,Kalmar,56.664184,16.363849
Norra långgatan 25,Kalmar,Kalmar,56.66432,16.363639
Norra Långgatan 31,Kalmar,Kalmar,56.664682,16.364835
Kalmarvägen 111,Kalmar,Kalmar,56.734545,16.295967
Norra Långgatan 16,Kalmar,Kalmar,56.663632,16.361758
Polhemsgatan 11,Kalmar,Kalmar,56.671164,16.33656
Storgatan 112,Blomstermåla,Mönsterås,56.981465,16.332194
Storgatan 44,Mönsterås,Mönsterås,57.044055,16.446904
Brovägen,Färjestaden,Mörbylånga,56.6554602,16.4785551
ÖLANDS KÖPSTAD,Färjestaden,Mörbylånga,56.652029,16.469574
Köpmangatan 15,Mörbylånga,Mörbylånga,56.526633,16.377846
Brovägen 1,Färjestaden,Mörbylånga,56.6554602,16.4785551
Storgatan 5,Nybro,Nybro,56.744206,15.907842
Storgatan 12,Nybro,Nybro,56.744051,15.908459
Torget 1,Nybro,Nybro,56.744663,15.906526
Lilla torget 8,Oskarshamn,Oskarshamn,57.265746,16.446518
Flanaden 8,Oskarshamn,Oskarshamn,57.26491,16.446958
Hantverksgatan 3,Oskarshamn,Oskarshamn,57.262783,16.447235
Flanaden,Oskarshamn,Oskarshamn,57.264825,16.446214
Ficksjövägen 44,Fårbo,Oskarshamn,57.374741,16.490655
Allfargatan 20,Torsås,Torsås,56.412459,15.999807
Sevedegatan 37,Vimmerby,Vimmerby,57.666631,15.854386
Lundgatan,Vimmerby,Vimmerby,57.6699013445998,15.8498323455471
Rönnbärsgatan 26,Vimmerby,Vimmerby,57.666631,15.854386
Sevedegatan 34,Vimmerby,Vimmerby,57.666192,15.853765
Magasinsgatan 4,Vimmerby,Vimmerby,57.668097,15.84988
Kvarngatan 16,Västervik,Västervik,57.758124,16.639818
Västra kyrkogatan 34,Västervik,Västervik,57.757707,16.634822
Kungsvägen 23,Ankarsrum,Västervik,57.699612,16.334747
Karl-Erik Månssons Torg 1 D,Gamleby,Västervik,57.897842,16.401354
Kvarngatan 20,Västervik,Västervik,57.757887,16.638726
Allén 62,Västervik,Västervik,57.760915,16.611137
Johannesdalsplan,Västervik,Västervik,57.7481565345755,16.6517107807583
Fiskaretorget 1,Västervik,Västervik,57.759227,16.637896
Bredgatan 13,Västervik,Västervik,57.757725,16.639321
Kungsvägen 42 A,Ankarsrum,Västervik,57.698591,16.336308
Värendsgatan 10,Alvesta,Alvesta,56.899915,14.554507
Myntvägen 16,Grimslöv,Alvesta,56.736636,14.542989
Storgatan 16,Alvesta,Alvesta,56.900009,14.556384
Bruksgatan 6,Lessebo,Lessebo,56.750386,15.268918
Stora Vägen 49,Kosta,Lessebo,56.84367,15.395707
Oxtorget 1,Ljungby,Ljungby,56.843028,13.967256
Stora torget 1,Ljungby,Ljungby,56.833364,13.939882
Storgatan 8,Ljungby,Ljungby,56.83365,13.93729
Unnarydsvägen 1A,Lidhult,Ljungby,56.845738,13.441784
Kungsgatan 32 C,Markaryd,Markaryd,56.461303,13.596892
Drottninggatan 5,Markaryd,Markaryd,56.461558,13.595299
Lagastigsgatan 28,Strömsnäsbruk,Markaryd,56.549438,13.731779
Brunnsgatan 1,Ryd,Tingsryd,56.464037,14.693832
Skyttegatan 4,Tingsryd,Tingsryd,56.525116,14.979828
Olofsgatan 4,Åseda,Uppvidinge,57.169932,15.344984
P G Vejdes väg 27,Växjö,Växjö,56.855064,14.827747
Kronobergsgatan 12,Växjö,Växjö,56.878622,14.810364
Nylandavägen 9,Växjö,Växjö,56.918585,14.731931
Strandvägen 8,Växjö,Växjö,56.874687,14.80757
Kungsgatan 5,Växjö,Växjö,56.877679,14.808361
Skogsuddevägen 1,Växjö,Växjö,56.859768,14.819719
