Address,Postort,Kommun,Latitude,Longitude
Gesällgatan 5,Karlskoga,Karlskoga,59.328222,14.507383
Kungsvägen 35,Karlskoga,Karlskoga,59.325745,14.518598
Sandviksvägen 14,Karlskoga,Karlskoga,59.32959,14.562829
Viaduktgatan 1 B,Karlskoga,Karlskoga,59.324425,14.527511
Alfred Nobels torg 16,Karlskoga,Karlskoga,59.3263595,14.5239315
Gustavsgatan 25,Karlskoga,Karlskoga,59.329924,14.503688
Kyrkbacken 1,Karlskoga,Karlskoga,59.326277,14.522762
Kilgatan 1,Karlskoga,Karlskoga,59.325849,14.523302
Lasarettsvägen 1,Karlskoga,Karlskoga,59.315297,14.504809
Hagendalsvägen 8,Kumla,Kumla,59.126744,15.143942
Hagendalsvägen 12,Kumla,Kumla,59.12676,15.144205
Skolgatan 20,Laxå,Laxå,58.985451,14.617979
Storgatan 15,Fjugesta,Lekeberg,59.173187,14.871574
Centralvägen 25,Frövi,Lindesberg,59.467012,15.359945
Hemvägen 18,Fellingsbro,Lindesberg,59.434238,15.593139
Kristinavägen 37,Lindesberg,Lindesberg,59.594268,15.226392
Konstmästargatan 3,Kopparberg,Ljusnarsberg,59.875356,14.992945
Rådmansgatan 15,Nora,Nora,59.519808,15.038186
Rådmansgatan 26,Nora,Nora,59.519418,15.038356
Olaigatan 3 a,Örebro,Örebro,59.276172,15.210916
Drottninggatan 24,Örebro,Örebro,59.270921,15.21065
Fakultetsgatan 3,Örebro,Örebro,59.253405,15.25476
Radiatorvägen 11,Örebro,Örebro,59.260553,15.180691
Storgatan 51,Örebro,Örebro,59.28284,15.220389
"Varuvägen 10  / coop forum,",Örebro,Örebro,59.216473,15.137866
Drottninggatan 29,Örebro,Örebro,59.268541,15.20972
Drottninggatan 12,Örebro,Örebro,59.272779,15.212196
Ekersgatan 12,Örebro,Örebro,59.276178,15.205735
Våghustorget 3,Örebro,Örebro,59.269876,15.211047
Stortorget 5,Örebro,Örebro,59.273399,15.210291
DROTTNINGGATAN 20,Örebro,Örebro,59.271483,15.21113
Drottninggatan 35,Örebro,Örebro,59.267814,15.208353
Lövstagatan 18,Örebro,Örebro,59.280726,15.204954
Södra Grev Rosengatan 18,Örebro,Örebro,59.275945,15.224227
Drakensbergsgatan 1,Örebro,Örebro,59.259043,15.239444
Säljarevägen 3,Örebro,Örebro,59.218336,15.138468
Varuvägen 10,Örebro,Örebro,59.216473,15.137866
Vaktelvägen 2,Örebro,Örebro,59.275332,15.164323
Järnvägsgatan 16 B,Örebro,Örebro,59.277342,15.217261
Drakenbergsgatan 1 C,Örebro,Örebro,59.259043,15.239444
Drottninggatan 27,Örebro,Örebro,59.269172,15.209914
Centrumgatan 1,Boxholm,Boxholm,58.19702,15.053767
Bergslagsvägen 9,Finspång,Finspång,58.707415,15.774844
Skäggebyvägen 27,Finspång,Finspång,58.701193,15.81556
Bergslagsvägen 4,Finspång,Finspång,58.708072,15.77478
Grönedegatan 6,Kisa,Kinda,57.989208,15.632999
Skolvägen 2,Rimforsa,Kinda,58.136746,15.685149
Ekholmens centrum 2,Linköping,Linköping,58.380644,15.681504
Järnvägsgatan 1,Linköping,Linköping,58.416528,15.624964
Gillbergagatan 24,Linköping,Linköping,58.427387,15.612399
Storgatan 23,Linköping,Linköping,58.411018,15.624222
Nya Tanneforsvägen 60,Linköping,Linköping,58.405949,15.642143
Gränsliden 6,Linköping,Linköping,58.426538,15.678487
Linköping Universitet,Linköping,Linköping,58.3996545,15.577078499999999
Svedengatan 7,Linköping,Linköping,58.434656,15.592148
Stora torget 5,Linköping,Linköping,58.410971,15.620934
Nygatan 20,Linköping,Linköping,58.410165,15.627544
Centralplan 2,Ljungsbro,Linköping,58.50873,15.502357
Söderleden 33,Linköping,Linköping,58.392362,15.643272
Ryds allé 21,Linköping,Linköping,58.407074,15.562274
Norrmalmsvägen 11,Linköping,Linköping,58.413907,15.520295
Malmslättsvägen,Linköping,Linköping,58.4069337440087,15.5910037786137
STORGATAN 24,Linköping,Linköping,58.411127,15.628047
Garnisonsvägen 2,Linköping,Linköping,58.398904,15.617582
Skäggetorps centrum 2,Linköping,Linköping,58.427769,15.585499
Platensgatan 11,Linköping,Linköping,58.413564,15.620167
Svedengatan 9,Linköping,Linköping,58.435243,15.589106
Linköpings universitet,Linköping,Linköping,58.3996545,15.577078499999999
Nygatan 30,Linköping,Linköping,58.409772,15.623748
Repslagaregatan 23,Linköping,Linköping,58.411123,15.626934
Ekholmens Centrum,Linköping,Linköping,58.3800869843183,15.6792575814019
Riksvägen 5,Mantorp,Mjölby,58.350964,15.284025
Järnvägsgatan  24,Mjölby,Mjölby,58.322691,15.133535
Jerikodalsgatan 3,Mjölby,Mjölby,58.325694,15.12528
Kungsvägen 65,Mjölby,Mjölby,58.326771,15.126897
Stora torget 3,Mjölby,Mjölby,58.325478,15.130319
Mobilia köpcentrum,Mantorp,Mjölby,58.3341737839403,15.2156659530937
Stora torget 2,Skänninge,Mjölby,58.32563,15.131104
Kungsvägen 56,Mjölby,Mjölby,58.325771,15.129582
Kungsgatan 20,Motala,Motala,58.537301,15.034132
Råssnäsvägen 14,Motala,Motala,58.535833,15.003056
Hökartorget,Motala,Motala,58.536572,15.039282
Kungsgatan 2,Motala,Motala,58.536374,15.039883
Husbyvägen 14,Borensberg,Motala,58.562655,15.281484
Bispmotalagatan 9,Motala,Motala,58.536267,15.036058
Verkstadstorget,Motala,Motala,58.536572,15.039282
Prästgatan 2,Motala,Motala,58.536132,15.038251
Kungsgatan 1,Motala,Motala,58.536357,15.039282
Fredriksdalsgatan 33,Norrköping,Norrköping,58.599705,16.181223
Norra Promenaden 94,Norrköping,Norrköping,58.596292,16.184305
Hantverkaregatan 20,Norrköping,Norrköping,58.587111,16.189707
Kungsängens Flygplats,Norrköping,Norrköping,58.5847515,16.232827
Saltängsgatan 1 A,Norrköping,Norrköping,58.594232,16.185509
Sjöviksvägen 78,Kolmården,Norrköping,58.674787,16.364117
Drottninggatan 64,Norrköping,Norrköping,58.58598,16.189256
Kungsgatan 36,Norrköping,Norrköping,58.5909,16.178075
Skarphagsgatan 29,Norrköping,Norrköping,58.577679,16.157957
Urbergsgatan 90,Norrköping,Norrköping,58.57157,16.170898
Drottninggatan 49,Norrköping,Norrköping,58.586985,16.189041
Slåttergatan 80,Norrköping,Norrköping,58.603752,16.144248
Lidaleden 8,Norrköping,Norrköping,58.573067,16.208616
Drottninggatan 50 a,Norrköping,Norrköping,58.587699,16.18842
Norra promenaden 135,Norrköping,Norrköping,58.594445,16.176047
Lidaleden 12,Norrköping,Norrköping,58.573399,16.20959
Gamla Övägen 25,Norrköping,Norrköping,58.518707,16.192316
Järngatan 6,Norrköping,Norrköping,58.617339,16.163822
Kromgatan 2 D,Norrköping,Norrköping,58.611273,16.163174
Centralplan 2,Skärblacka,Norrköping,58.581361,15.914253
Nyköpingsvägen 30,Åby,Norrköping,58.66555,16.181988
KOLMÅRDENS DJURPARK,Kolmården,Norrköping,58.665262,16.462636
Hagebygatan 147,Norrköping,Norrköping,58.571763,16.207891
Hantverkaregatan 49,Norrköping,Norrköping,58.587816,16.193409
Repslagaregatan 12,Norrköping,Norrköping,58.588586,16.188679
Drottninggatan 41,Norrköping,Norrköping,58.587482,16.188788
Kungsgatan 33,Norrköping,Norrköping,58.591461,16.178343
Bygdevägen 3,Vikbolandet,Norrköping,58.576941,16.568146
Hagatorget 2,Söderköping,Söderköping,58.480735,16.322271
Skönbergagatan 1,Söderköping,Söderköping,58.480421,16.323628
Storgatan 13,Vadstena,Vadstena,58.448197,14.889772
Storgatan 14,Vadstena,Vadstena,58.447916,14.889393
Storgatan 15,Valdemarsvik,Valdemarsvik,58.203445,16.602091
Kisavägen 2,Ydre,Ydre,57.823866,15.276518
Adelswärdsgatan 1,Åtvidaberg,Åtvidaberg,58.200851,15.999854
Torggatan 1,Åtvidaberg,Åtvidaberg,58.201133,15.998093
Klubbgatan 3,Ödeshög,Ödeshög,58.229215,14.653896
