,Befolkning,Total Omsättning,Omsättning per Invånare,Antal Bankomater,Befolknigstäthet,Genomsnittlig Ålder,Antal Transaktioner,Antal Transaktioner Per Bankomat,Genomsnittlig Transaktionsstorlek,Antal Invånare Per Bankomat,Utrikesfödda,Andel utrikesfödda
Karlshamn,30684,56874168,921.8453060165975,9,66.2,47,27177,3019.6666666666665,2092.7316480847776,3409.3333333333335,4458,0.14528744622604614
Karlshamn,30121,56874168,921.8453060165975,9,65.2,47,27177,3019.6666666666665,2092.7316480847776,3346.777777777778,3710,0.12316988147803858
Karlskrona,63616,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3976.0,9016,0.14172535211267606
Karlskrona,63312,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3957.0,8933,0.1410948951225676
Karlskrona,63282,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3955.125,9016,0.1424733731550836
Karlskrona,62381,117295756,918.8568787503721,16,63.6,45,52432,3277.0,2237.102456515105,3898.8125,8359,0.13399913435180583
Karlskrona,62369,117295756,918.8568787503721,16,63.6,45,52432,3277.0,2237.102456515105,3898.0625,8359,0.13402491622440635
Karlskrona,62937,117295756,918.8568787503721,16,63.8,45,52432,3277.0,2237.102456515105,3933.5625,8809,0.1399653621875844
Karlskrona,62329,117295756,918.8568787503721,16,63.6,45,52432,3277.0,2237.102456515105,3895.5625,8359,0.13411092749763354
Karlskrona,60551,117295756,918.8568787503721,16,61.8,45,52432,3277.0,2237.102456515105,3784.4375,6928,0.11441594688774752
Karlskrona,63545,117295756,918.8568787503721,16,63.9,45,52432,3277.0,2237.102456515105,3971.5625,8885,0.13982217326304194
Karlskrona,63467,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3966.6875,8933,0.14075031118534043
Karlskrona,63186,117295756,918.8568787503721,16,63.8,45,52432,3277.0,2237.102456515105,3949.125,8809,0.1394137941949166
Karlskrona,60646,117295756,918.8568787503721,16,61.8,45,52432,3277.0,2237.102456515105,3790.375,6928,0.11423671800283614
Karlskrona,61476,117295756,918.8568787503721,16,62.7,45,52432,3277.0,2237.102456515105,3842.25,7695,0.12517079836033573
Karlskrona,62265,117295756,918.8568787503721,16,63.6,45,52432,3277.0,2237.102456515105,3891.5625,8359,0.13424877539548702
Karlskrona,62958,117295756,918.8568787503721,16,63.9,45,52432,3277.0,2237.102456515105,3934.875,8885,0.14112582991835826
Karlskrona,63539,117295756,918.8568787503721,16,63.8,45,52432,3277.0,2237.102456515105,3971.1875,8809,0.1386392609263602
Karlskrona,60596,117295756,918.8568787503721,16,61.8,45,52432,3277.0,2237.102456515105,3787.25,6928,0.11433097894250445
Karlskrona,63128,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3945.5,8701,0.13783107337473072
Karlskrona,60706,117295756,918.8568787503721,16,61.8,45,52432,3277.0,2237.102456515105,3794.125,6928,0.11412380983757783
Karlskrona,61528,117295756,918.8568787503721,16,62.7,45,52432,3277.0,2237.102456515105,3845.5,7695,0.1250650110518788
Karlskrona,63234,117295756,918.8568787503721,16,63.9,45,52432,3277.0,2237.102456515105,3952.125,8885,0.1405098522946516
Karlskrona,63242,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3952.625,8719,0.13786724012523324
Karlskrona,61592,117295756,918.8568787503721,16,62.7,45,52432,3277.0,2237.102456515105,3849.5,7695,0.12493505650084427
Karlskrona,63189,117295756,918.8568787503721,16,63.8,45,52432,3277.0,2237.102456515105,3949.3125,8809,0.13940717529949834
Karlskrona,63433,117295756,918.8568787503721,16,63.9,45,52432,3277.0,2237.102456515105,3964.5625,8885,0.14006904923304905
Karlskrona,63350,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3959.375,8719,0.13763220205209156
Karlskrona,62237,117295756,918.8568787503721,16,63.6,45,52432,3277.0,2237.102456515105,3889.8125,8359,0.13430917299998393
Karlskrona,63067,117295756,918.8568787503721,16,63.9,45,52432,3277.0,2237.102456515105,3941.6875,8885,0.14088191922875673
Karlskrona,63299,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3956.1875,9016,0.14243510955939273
Karlskrona,63323,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3957.6875,9016,0.1423811253415031
Karlskrona,63289,117295756,918.8568787503721,16,63.9,45,52432,3277.0,2237.102456515105,3955.5625,8885,0.14038774510578458
Karlskrona,62878,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3929.875,8701,0.13837908330417634
Karlskrona,63151,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3946.9375,8719,0.13806590552802014
Karlskrona,63503,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3968.9375,8719,0.1373005999716549
Karlskrona,63505,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3969.0625,9016,0.141973072986379
Karlskrona,63356,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3959.75,9016,0.14230696382347371
Karlskrona,62407,117295756,918.8568787503721,16,63.6,45,52432,3277.0,2237.102456515105,3900.4375,8359,0.13394330764177095
Karlskrona,63008,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3938.0,8701,0.13809357541899442
Karlskrona,63279,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3954.9375,8933,0.1411684761137186
Karlskrona,62241,117295756,918.8568787503721,16,63.6,45,52432,3277.0,2237.102456515105,3890.0625,8359,0.13430054144374287
Karlskrona,63130,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3945.625,8701,0.13782670679550135
Karlskrona,63455,117295756,918.8568787503721,16,63.8,45,52432,3277.0,2237.102456515105,3965.9375,8809,0.13882278780237964
Karlskrona,63228,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3951.75,8719,0.13789776681217183
Karlskrona,61411,117295756,918.8568787503721,16,62.7,45,52432,3277.0,2237.102456515105,3838.1875,7695,0.12530328442787123
Karlskrona,61489,117295756,918.8568787503721,16,62.7,45,52432,3277.0,2237.102456515105,3843.0625,7695,0.1251443347590626
Karlskrona,63208,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3950.5,9016,0.1426401721301101
Karlskrona,61445,117295756,918.8568787503721,16,62.7,45,52432,3277.0,2237.102456515105,3840.3125,7695,0.12523394906013507
Karlskrona,60797,117295756,918.8568787503721,16,61.8,45,52432,3277.0,2237.102456515105,3799.8125,6928,0.11395299110153462
Karlskrona,60628,117295756,918.8568787503721,16,61.8,45,52432,3277.0,2237.102456515105,3789.25,6928,0.11427063403048096
Karlskrona,63570,117295756,918.8568787503721,16,63.9,45,52432,3277.0,2237.102456515105,3973.125,8885,0.1397671857794557
Karlskrona,63298,117295756,918.8568787503721,16,63.9,45,52432,3277.0,2237.102456515105,3956.125,8885,0.14036778413220008
Karlskrona,60702,117295756,918.8568787503721,16,61.8,45,52432,3277.0,2237.102456515105,3793.875,6928,0.11413133010444466
Karlskrona,62258,117295756,918.8568787503721,16,63.6,45,52432,3277.0,2237.102456515105,3891.125,8359,0.1342638697034919
Karlskrona,63404,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3962.75,8719,0.1375149832818119
Karlskrona,61326,117295756,918.8568787503721,16,62.7,45,52432,3277.0,2237.102456515105,3832.875,7695,0.12547695920164367
Karlskrona,61587,117295756,918.8568787503721,16,62.7,45,52432,3277.0,2237.102456515105,3849.1875,7695,0.12494519947391496
Karlskrona,60619,117295756,918.8568787503721,16,61.8,45,52432,3277.0,2237.102456515105,3788.6875,6928,0.11428759959748594
Karlskrona,63255,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3953.4375,8933,0.14122203778357442
Karlskrona,61562,117295756,918.8568787503721,16,62.7,45,52432,3277.0,2237.102456515105,3847.625,7695,0.1249959390533121
Karlskrona,62900,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3931.25,8701,0.13833068362480128
Karlskrona,63428,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3964.25,9016,0.14214542473355615
Karlskrona,63217,117295756,918.8568787503721,16,63.8,45,52432,3277.0,2237.102456515105,3951.0625,8809,0.1393454292358068
Karlskrona,63163,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3947.6875,8933,0.14142773459145386
Karlskrona,60752,117295756,918.8568787503721,16,61.8,45,52432,3277.0,2237.102456515105,3797.0,6928,0.11403739794574665
Karlskrona,62883,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3930.1875,8719,0.13865432628850405
Karlskrona,63121,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3945.0625,8701,0.1378463585811378
Karlskrona,63004,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3937.75,8701,0.13810234270839947
Karlskrona,62436,117295756,918.8568787503721,16,63.6,45,52432,3277.0,2237.102456515105,3902.25,8359,0.13388109424050226
Karlskrona,63390,117295756,918.8568787503721,16,63.9,45,52432,3277.0,2237.102456515105,3961.875,8885,0.1401640637324499
Karlskrona,63114,117295756,918.8568787503721,16,63.8,45,52432,3277.0,2237.102456515105,3944.625,8809,0.13957283645466934
Karlskrona,62883,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3930.1875,8701,0.13836808040328866
Karlskrona,60791,117295756,918.8568787503721,16,61.8,45,52432,3277.0,2237.102456515105,3799.4375,6928,0.11396423812735437
Karlskrona,63483,117295756,918.8568787503721,16,63.9,45,52432,3277.0,2237.102456515105,3967.6875,8885,0.13995872910858026
Karlskrona,63233,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3952.0625,8933,0.14127117169832207
Karlskrona,63662,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3978.875,9016,0.14162294618453708
Karlskrona,63566,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3972.875,9016,0.14183683101028852
Karlskrona,63046,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3940.375,8719,0.13829584747644577
Karlskrona,63380,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3961.25,9016,0.1422530766803408
Karlskrona,63398,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3962.375,8933,0.14090349853307677
Karlskrona,62402,117295756,918.8568787503721,16,63.6,45,52432,3277.0,2237.102456515105,3900.125,8359,0.1339540399346175
Karlskrona,63231,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3951.9375,8933,0.1412756401132356
Karlskrona,60591,117295756,918.8568787503721,16,61.8,45,52432,3277.0,2237.102456515105,3786.9375,6928,0.1143404135927778
Karlskrona,63173,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3948.3125,8719,0.13801782407040983
Karlskrona,61401,117295756,918.8568787503721,16,62.7,45,52432,3277.0,2237.102456515105,3837.5625,7695,0.12532369179655053
Karlskrona,61435,117295756,918.8568787503721,16,62.7,45,52432,3277.0,2237.102456515105,3839.6875,7695,0.12525433384878326
Karlskrona,63314,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3957.125,8719,0.13771045898221562
Karlskrona,62375,117295756,918.8568787503721,16,63.6,45,52432,3277.0,2237.102456515105,3898.4375,8359,0.1340120240480962
Karlskrona,63250,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3953.125,8933,0.14123320158102767
Karlskrona,63189,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3949.3125,8719,0.13798287676652582
Karlskrona,63591,117295756,918.8568787503721,16,63.8,45,52432,3277.0,2237.102456515105,3974.4375,8809,0.1385258920287462
Karlskrona,60634,117295756,918.8568787503721,16,61.8,45,52432,3277.0,2237.102456515105,3789.625,6928,0.11425932645050632
Karlskrona,63534,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3970.875,8933,0.14060188245663738
Karlskrona,63378,117295756,918.8568787503721,16,63.8,45,52432,3277.0,2237.102456515105,3961.125,8809,0.13899144813657735
Karlskrona,62889,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3930.5625,8701,0.13835487923166215
Karlskrona,63263,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3953.9375,9016,0.14251616268593018
Karlskrona,63040,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3940.0,8701,0.1380234771573604
Karlskrona,61432,117295756,918.8568787503721,16,62.7,45,52432,3277.0,2237.102456515105,3839.5,7695,0.12526045057950255
Karlskrona,63207,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3950.4375,8933,0.1413292831490183
Karlskrona,62406,117295756,918.8568787503721,16,63.6,45,52432,3277.0,2237.102456515105,3900.375,8359,0.13394545396276
Karlskrona,62965,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3935.3125,8719,0.1384737552608592
Karlskrona,63246,117295756,918.8568787503721,16,63.8,45,52432,3277.0,2237.102456515105,3952.875,8809,0.13928153559118364
Karlskrona,63367,117295756,918.8568787503721,16,63.9,45,52432,3277.0,2237.102456515105,3960.4375,8885,0.1402149383748639
Karlskrona,63154,117295756,918.8568787503721,16,63.9,45,52432,3277.0,2237.102456515105,3947.125,8885,0.14068784241694904
Karlskrona,62953,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3934.5625,8701,0.13821422330945307
Karlskrona,63294,117295756,918.8568787503721,16,63.8,45,52432,3277.0,2237.102456515105,3955.875,8809,0.13917590924890194
Karlskrona,63370,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3960.625,8933,0.1409657566671927
Karlskrona,62969,117295756,918.8568787503721,16,64.0,45,52432,3277.0,2237.102456515105,3935.5625,8701,0.13817910400355732
Karlskrona,63039,117295756,918.8568787503721,16,63.8,45,52432,3277.0,2237.102456515105,3939.9375,8809,0.13973889179714144
Vänersborg,36745,69358122,914.5563174134339,11,60.9,45,32387,2944.2727272727275,2141.5420384722265,3340.4545454545455,5722,0.15572186692066947
Vänersborg,37502,69358122,914.5563174134339,11,62.0,45,32387,2944.2727272727275,2141.5420384722265,3409.2727272727275,6270,0.1671910831422324
Vänersborg,37584,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3416.7272727272725,6132,0.16315453384418901
Vänersborg,37592,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3417.4545454545455,6132,0.16311981272611195
Vänersborg,37632,69358122,914.5563174134339,11,62.0,45,32387,2944.2727272727275,2141.5420384722265,3421.090909090909,6270,0.16661352040816327
Vänersborg,35986,69358122,914.5563174134339,11,59.7,45,32387,2944.2727272727275,2141.5420384722265,3271.4545454545455,4919,0.13669204690713055
Vänersborg,37344,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3394.909090909091,6132,0.16420308483290488
Vänersborg,37433,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3403.0,6132,0.16381267865252586
Vänersborg,37512,69358122,914.5563174134339,11,62.0,45,32387,2944.2727272727275,2141.5420384722265,3410.181818181818,6270,0.16714651311580295
Vänersborg,35582,69358122,914.5563174134339,11,59.0,45,32387,2944.2727272727275,2141.5420384722265,3234.7272727272725,4408,0.12388286212129729
Vänersborg,37268,69358122,914.5563174134339,11,61.6,45,32387,2944.2727272727275,2141.5420384722265,3388.0,6167,0.1654770848985725
Vänersborg,36907,69358122,914.5563174134339,11,60.9,45,32387,2944.2727272727275,2141.5420384722265,3355.181818181818,5722,0.15503833961037203
Vänersborg,36923,69358122,914.5563174134339,11,60.9,45,32387,2944.2727272727275,2141.5420384722265,3356.6363636363635,5722,0.15497115618990873
Vänersborg,35623,69358122,914.5563174134339,11,59.0,45,32387,2944.2727272727275,2141.5420384722265,3238.4545454545455,4408,0.12374028015607894
Vänersborg,36613,69358122,914.5563174134339,11,60.6,45,32387,2944.2727272727275,2141.5420384722265,3328.4545454545455,5534,0.15114849916696255
Vänersborg,36880,69358122,914.5563174134339,11,60.9,45,32387,2944.2727272727275,2141.5420384722265,3352.7272727272725,5722,0.1551518438177874
Vänersborg,36993,69358122,914.5563174134339,11,60.9,45,32387,2944.2727272727275,2141.5420384722265,3363.0,5722,0.1546779120374125
Vänersborg,37530,69358122,914.5563174134339,11,61.6,45,32387,2944.2727272727275,2141.5420384722265,3411.818181818182,6167,0.1643218758326672
Vänersborg,37262,69358122,914.5563174134339,11,61.6,45,32387,2944.2727272727275,2141.5420384722265,3387.4545454545455,6167,0.16550373034190327
Vänersborg,36554,69358122,914.5563174134339,11,60.6,45,32387,2944.2727272727275,2141.5420384722265,3323.090909090909,5534,0.15139246046944246
Vänersborg,37153,69358122,914.5563174134339,11,61.2,45,32387,2944.2727272727275,2141.5420384722265,3377.5454545454545,5957,0.16033698490027723
Vänersborg,35973,69358122,914.5563174134339,11,59.7,45,32387,2944.2727272727275,2141.5420384722265,3270.2727272727275,4919,0.13674144497261836
Vänersborg,37648,69358122,914.5563174134339,11,62.0,45,32387,2944.2727272727275,2141.5420384722265,3422.5454545454545,6270,0.1665427114322142
Vänersborg,36786,69358122,914.5563174134339,11,60.9,45,32387,2944.2727272727275,2141.5420384722265,3344.181818181818,5722,0.155548306420921
Vänersborg,37565,69358122,914.5563174134339,11,62.0,45,32387,2944.2727272727275,2141.5420384722265,3415.0,6270,0.16691068814055637
Vänersborg,35630,69358122,914.5563174134339,11,59.0,45,32387,2944.2727272727275,2141.5420384722265,3239.090909090909,4408,0.12371596968846478
Vänersborg,37477,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3407.0,6175,0.16476772420417857
Vänersborg,37166,69358122,914.5563174134339,11,61.2,45,32387,2944.2727272727275,2141.5420384722265,3378.7272727272725,5957,0.16028090189958563
Vänersborg,37614,69358122,914.5563174134339,11,62.0,45,32387,2944.2727272727275,2141.5420384722265,3419.4545454545455,6270,0.16669325251236242
Vänersborg,36778,69358122,914.5563174134339,11,60.9,45,32387,2944.2727272727275,2141.5420384722265,3343.4545454545455,5722,0.15558214149763447
Vänersborg,37322,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3392.909090909091,6132,0.1642998767482986
Vänersborg,37496,69358122,914.5563174134339,11,62.0,45,32387,2944.2727272727275,2141.5420384722265,3408.7272727272725,6270,0.16721783656923406
Vänersborg,37445,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3404.090909090909,6175,0.1649085325143544
Vänersborg,37596,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3417.818181818182,6132,0.16310245770826684
Vänersborg,36555,69358122,914.5563174134339,11,60.6,45,32387,2944.2727272727275,2141.5420384722265,3323.181818181818,5534,0.15138831897141294
Vänersborg,37049,69358122,914.5563174134339,11,61.2,45,32387,2944.2727272727275,2141.5420384722265,3368.090909090909,5957,0.16078706577775378
Vänersborg,37637,69358122,914.5563174134339,11,62.0,45,32387,2944.2727272727275,2141.5420384722265,3421.5454545454545,6270,0.1665913861359832
Vänersborg,36963,69358122,914.5563174134339,11,60.9,45,32387,2944.2727272727275,2141.5420384722265,3360.2727272727275,5722,0.1548034521007494
Vänersborg,37231,69358122,914.5563174134339,11,61.6,45,32387,2944.2727272727275,2141.5420384722265,3384.6363636363635,6167,0.16564153527974002
Vänersborg,37248,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3386.181818181818,6175,0.16578071305841924
Vänersborg,37547,69358122,914.5563174134339,11,62.0,45,32387,2944.2727272727275,2141.5420384722265,3413.3636363636365,6270,0.16699070498308785
Vänersborg,37615,69358122,914.5563174134339,11,62.0,45,32387,2944.2727272727275,2141.5420384722265,3419.5454545454545,6270,0.16668882094908946
Vänersborg,36516,69358122,914.5563174134339,11,60.6,45,32387,2944.2727272727275,2141.5420384722265,3319.6363636363635,5534,0.15155000547705116
Vänersborg,35943,69358122,914.5563174134339,11,59.7,45,32387,2944.2727272727275,2141.5420384722265,3267.5454545454545,4919,0.13685557688562447
Vänersborg,37272,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3388.3636363636365,6175,0.16567396437003648
Vänersborg,37558,69358122,914.5563174134339,11,61.6,45,32387,2944.2727272727275,2141.5420384722265,3414.3636363636365,6167,0.1641993716385324
Vänersborg,37231,69358122,914.5563174134339,11,61.2,45,32387,2944.2727272727275,2141.5420384722265,3384.6363636363635,5957,0.16000107437350594
Vänersborg,37036,69358122,914.5563174134339,11,61.2,45,32387,2944.2727272727275,2141.5420384722265,3366.909090909091,5957,0.16084350361810132
Vänersborg,37147,69358122,914.5563174134339,11,61.2,45,32387,2944.2727272727275,2141.5420384722265,3377.0,5957,0.16036288260155598
Vänersborg,36539,69358122,914.5563174134339,11,60.6,45,32387,2944.2727272727275,2141.5420384722265,3321.7272727272725,5534,0.15145461014258738
Vänersborg,37479,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3407.181818181818,6175,0.16475893166840097
Vänersborg,37302,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3391.090909090909,6175,0.16554072167712186
Vänersborg,37104,69358122,914.5563174134339,11,61.2,45,32387,2944.2727272727275,2141.5420384722265,3373.090909090909,5957,0.1605487278999569
Vänersborg,37698,69358122,914.5563174134339,11,62.0,45,32387,2944.2727272727275,2141.5420384722265,3427.090909090909,6270,0.1663218207862486
Vänersborg,37553,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3413.909090909091,6132,0.1632892179053604
Vänersborg,37608,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3418.909090909091,6132,0.16305041480536056
Vänersborg,37602,69358122,914.5563174134339,11,61.6,45,32387,2944.2727272727275,2141.5420384722265,3418.3636363636365,6167,0.16400723365778416
Vänersborg,36844,69358122,914.5563174134339,11,60.9,45,32387,2944.2727272727275,2141.5420384722265,3349.4545454545455,5722,0.15530344153729236
Vänersborg,36547,69358122,914.5563174134339,11,60.6,45,32387,2944.2727272727275,2141.5420384722265,3322.4545454545455,5534,0.1514214573015569
Vänersborg,37266,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3387.818181818182,6132,0.16454677185638383
Vänersborg,35653,69358122,914.5563174134339,11,59.0,45,32387,2944.2727272727275,2141.5420384722265,3241.181818181818,4408,0.12363615964995933
Vänersborg,35975,69358122,914.5563174134339,11,59.7,45,32387,2944.2727272727275,2141.5420384722265,3270.4545454545455,4919,0.13673384294649063
Vänersborg,37229,69358122,914.5563174134339,11,61.2,45,32387,2944.2727272727275,2141.5420384722265,3384.4545454545455,5957,0.16000966988100673
Vänersborg,37627,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3420.6363636363635,6132,0.1629680814308874
Vänersborg,37110,69358122,914.5563174134339,11,61.2,45,32387,2944.2727272727275,2141.5420384722265,3373.6363636363635,5957,0.16052277014281865
Vänersborg,36006,69358122,914.5563174134339,11,59.7,45,32387,2944.2727272727275,2141.5420384722265,3273.2727272727275,4919,0.13661611953563296
Vänersborg,35740,69358122,914.5563174134339,11,59.0,45,32387,2944.2727272727275,2141.5420384722265,3249.090909090909,4408,0.12333519865696699
Vänersborg,35672,69358122,914.5563174134339,11,59.0,45,32387,2944.2727272727275,2141.5420384722265,3242.909090909091,4408,0.12357030724377663
Vänersborg,36073,69358122,914.5563174134339,11,59.7,45,32387,2944.2727272727275,2141.5420384722265,3279.3636363636365,4919,0.13636237629251796
Vänersborg,36605,69358122,914.5563174134339,11,60.6,45,32387,2944.2727272727275,2141.5420384722265,3327.7272727272725,5534,0.15118153257751674
Vänersborg,37582,69358122,914.5563174134339,11,61.6,45,32387,2944.2727272727275,2141.5420384722265,3416.5454545454545,6167,0.16409451333084987
Vänersborg,37631,69358122,914.5563174134339,11,62.0,45,32387,2944.2727272727275,2141.5420384722265,3421.0,6270,0.1666179479684303
Vänersborg,36616,69358122,914.5563174134339,11,60.6,45,32387,2944.2727272727275,2141.5420384722265,3328.7272727272725,5534,0.15113611535940571
Vänersborg,36606,69358122,914.5563174134339,11,60.6,45,32387,2944.2727272727275,2141.5420384722265,3327.818181818182,5534,0.15117740261159374
Vänersborg,36632,69358122,914.5563174134339,11,60.6,45,32387,2944.2727272727275,2141.5420384722265,3330.181818181818,5534,0.15107010264249837
Vänersborg,37443,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3403.909090909091,6175,0.1649173410250247
Vänersborg,35973,69358122,914.5563174134339,11,59.7,45,32387,2944.2727272727275,2141.5420384722265,3270.2727272727275,4919,0.13674144497261836
Vänersborg,37586,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3416.909090909091,6132,0.16314585217900282
Vänersborg,35943,69358122,914.5563174134339,11,59.7,45,32387,2944.2727272727275,2141.5420384722265,3267.5454545454545,4919,0.13685557688562447
Vänersborg,35584,69358122,914.5563174134339,11,59.0,45,32387,2944.2727272727275,2141.5420384722265,3234.909090909091,4408,0.12387589928057553
Vänersborg,36574,69358122,914.5563174134339,11,60.6,45,32387,2944.2727272727275,2141.5420384722265,3324.909090909091,5534,0.15130967353857933
Vänersborg,36059,69358122,914.5563174134339,11,59.7,45,32387,2944.2727272727275,2141.5420384722265,3278.090909090909,4919,0.13641531933775203
Vänersborg,37053,69358122,914.5563174134339,11,61.2,45,32387,2944.2727272727275,2141.5420384722265,3368.4545454545455,5957,0.16076970825574177
Vänersborg,36001,69358122,914.5563174134339,11,59.7,45,32387,2944.2727272727275,2141.5420384722265,3272.818181818182,4919,0.13663509346962585
Vänersborg,37459,69358122,914.5563174134339,11,61.6,45,32387,2944.2727272727275,2141.5420384722265,3405.3636363636365,6167,0.16463333244347153
Vänersborg,37176,69358122,914.5563174134339,11,61.2,45,32387,2944.2727272727275,2141.5420384722265,3379.6363636363635,5957,0.16023778782009898
Vänersborg,37363,69358122,914.5563174134339,11,61.6,45,32387,2944.2727272727275,2141.5420384722265,3396.6363636363635,6167,0.1650563391590611
Vänersborg,37183,69358122,914.5563174134339,11,61.2,45,32387,2944.2727272727275,2141.5420384722265,3380.2727272727275,5957,0.16020762176263345
Vänersborg,35696,69358122,914.5563174134339,11,59.0,45,32387,2944.2727272727275,2141.5420384722265,3245.090909090909,4408,0.12348722545943523
Vänersborg,35950,69358122,914.5563174134339,11,59.7,45,32387,2944.2727272727275,2141.5420384722265,3268.181818181818,4919,0.1368289290681502
Vänersborg,37490,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3408.181818181818,6175,0.1647105894905308
Vänersborg,37585,69358122,914.5563174134339,11,61.6,45,32387,2944.2727272727275,2141.5420384722265,3416.818181818182,6167,0.16408141545829452
Vänersborg,37368,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3397.090909090909,6175,0.16524834082637552
Vänersborg,35645,69358122,914.5563174134339,11,59.0,45,32387,2944.2727272727275,2141.5420384722265,3240.4545454545455,4408,0.12366390798148408
Vänersborg,37459,69358122,914.5563174134339,11,61.5,45,32387,2944.2727272727275,2141.5420384722265,3405.3636363636365,6175,0.16484689927654236
Vänersborg,37331,69358122,914.5563174134339,11,61.6,45,32387,2944.2727272727275,2141.5420384722265,3393.7272727272725,6167,0.16519782486405402
